EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10,EXT1_E,EXT2_E,EXT3_E,EXT4_E,EXT5_E,EXT6_E,EXT7_E,EXT8_E,EXT9_E,EXT10_E,EST1_E,EST2_E,EST3_E,EST4_E,EST5_E,EST6_E,EST7_E,EST8_E,EST9_E,EST10_E,AGR1_E,AGR2_E,AGR3_E,AGR4_E,AGR5_E,AGR6_E,AGR7_E,AGR8_E,AGR9_E,AGR10_E,CSN1_E,CSN2_E,CSN3_E,CSN4_E,CSN5_E,CSN6_E,CSN7_E,CSN8_E,CSN9_E,CSN10_E,OPN1_E,OPN2_E,OPN3_E,OPN4_E,OPN5_E,OPN6_E,OPN7_E,OPN8_E,OPN9_E,OPN10_E,dateload,screenw,screenh,introelapse,testelapse,endelapse,IPC,country,lat_appx_lots_of_err,long_appx_lots_of_err
1,3,3,5,2,5,1,5,2,5,4,3,5,2,3,5,4,5,5,4,1,2,4,5,3,3,3,5,5,4,4,2,5,4,3,2,5,3,4,4,5,1,5,1,4,1,5,5,5,5,9025,2264,3617,4885,2621,4328,4364,2172,2655,2632,2856,2187,1178,4128,3741,2640,2547,2337,2132,2620,2779,3272,1787,2749,9572,4500,5187,3779,4184,3624,2567,5275,4178,3798,2838,7840,1936,5263,3077,5570,2474,4602,1008,3104,3348,2819,3619,2399,1884,1232,2016-03-07 11:29:56,360,640,5,177,10,1,US,39.7379,-104.985
2,2,2,4,3,2,2,4,2,5,5,2,4,1,4,4,4,3,4,5,3,2,2,3,2,4,4,2,4,3,3,2,5,2,4,2,5,1,2,5,4,4,2,4,4,3,2,3,3,4,12870,6624,10381,3964,6907,7946,3769,4827,9674,3440,5674,5166,3004,4473,4521,2893,4524,6455,5178,2855,14205,6063,5202,5410,5700,3574,5313,6138,7392,3526,4083,5264,3524,4301,3077,5020,5822,3452,3807,3829,3429,5068,3062,11027,6884,4824,6988,6248,8169,2008,2016-03-07 11:31:16,1067,600,169,281,17,1,NZ,-45.8724,170.5036
4,2,4,2,4,2,3,2,4,2,3,4,4,3,3,2,2,2,2,2,2,4,2,4,2,3,2,4,4,4,3,4,3,3,1,3,4,3,3,3,4,2,4,2,4,2,4,3,4,3,16881,2615,2451,4210,1234,1084,5526,1669,4004,1338,1530,2978,2820,4663,4461,3836,3131,1869,2538,1468,4035,1953,1814,1184,1737,3281,5568,2586,1516,5037,4095,2655,5196,1019,2086,4537,3153,3280,1214,2187,1335,2267,1493,1941,5350,1530,2996,1920,2263,2828,2016-03-07 11:31:56,1280,800,15,158,8,1,SG,1.2931,103.8558
2,3,5,3,3,4,1,3,4,3,2,4,4,2,1,2,3,4,2,4,1,4,2,4,4,2,3,5,2,2,4,2,5,1,1,2,4,3,2,3,3,3,2,3,4,3,5,3,5,2,5669,4700,11082,3751,5254,5067,3767,4218,3467,3484,2450,8648,6501,2728,2981,2917,4150,1868,8101,899,966,2097,6484,3833,9746,10485,3784,3733,7901,4467,5166,7771,933,5822,2786,2916,3767,24118,4367,6584,3134,2438,3833,4019,2717,5117,5133,4150,4034,2867,2016-03-07 11:32:51,320,568,3,249,5,3,US,37.8672,-122.2568
1,5,3,4,3,5,2,4,3,5,4,2,3,3,1,3,2,1,4,2,3,4,2,4,2,4,2,3,3,3,4,2,4,1,3,1,5,2,3,4,4,1,3,2,4,3,5,2,2,3,9688,2214,2920,10162,5984,2148,3095,7301,3468,1819,4582,4016,8034,4351,4218,3250,3678,3257,2698,3659,6131,4606,3114,2801,4834,4035,14719,3087,3440,7670,2667,730,3900,3500,6867,6484,2756,3761,4229,4621,9121,8049,4172,3233,13785,4288,5133,7096,5232,2334,2016-03-07 11:32:58,320,568,12,250,35,2,US,29.4241,-98.4936
2,5,5,5,5,1,5,3,3,3,5,5,5,2,3,3,3,3,5,1,5,5,1,5,1,5,1,5,5,5,5,1,5,3,3,1,3,5,5,3,3,2,5,1,3,1,5,1,1,5,11409,5118,4806,5313,3713,5706,6211,4448,3984,5395,4149,4187,4757,9247,5153,8255,8063,4118,3268,4224,8284,3434,4757,4574,8144,3935,5932,6217,18835,3974,1362,7069,3279,3627,4553,5514,7978,6902,13344,11855,3965,6710,5139,11050,3664,4498,4902,5037,5850,2793,2016-03-07 11:33:44,1366,768,6,301,23,54,US,36.7477,-119.7724
1,4,3,5,1,3,1,5,2,5,3,3,4,3,5,3,4,3,4,3,3,3,3,2,3,2,3,3,3,3,0,3,2,4,1,5,2,3,2,3,2,3,4,4,3,1,1,1,3,3,3773,7408,4362,4383,6437,7433,7202,6114,5951,6166,4712,4137,2997,6532,3149,3870,4602,2236,3380,15984,7278,5522,7153,6697,4331,4499,3064,8670,7384,4648,0,5615,4386,8302,3418,7715,6080,8114,3984,30449,4419,5066,4852,7750,5649,5317,5218,4399,6952,1233,2016-03-07 11:34:30,1920,1080,3,301,23,1,GB,54.6,-1.3
5,1,5,1,5,1,5,1,5,1,5,1,5,5,5,0,5,1,5,1,5,1,5,1,1,1,5,5,5,5,1,5,1,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,29864,4059,4809,3983,23415,7052,7595,7594,9425,11735,5371,15949,12065,67643,8351,0,7211,21132,5436,18224,8147,5512,6802,7833,10721,6956,18135,56562,7757,65163,5697,7181,21464,17181,7395,8514,6320,5564,10481,23841,5647,10461,6843,12414,8133,7096,17367,8771,18288,5104,2016-03-07 11:36:30,1440,2560,9,681,14,1,US,36.0173,-95.9357
1,4,2,4,1,3,1,2,1,5,3,4,4,4,5,3,3,2,4,3,4,3,5,2,4,0,4,2,2,2,3,4,3,4,1,4,2,3,2,3,4,2,4,4,4,4,3,2,5,4,4393,1944,4720,763,3645,1179,7768,3838,4092,2528,3977,1605,2056,3252,2649,3986,4391,3853,2365,2358,5665,2834,1952,2426,1907,0,4248,4471,2466,3168,4329,3238,2486,3250,3265,3510,1434,4485,2186,3624,4293,3953,2768,3656,3843,2885,5633,3512,3252,1732,2016-03-07 11:37:35,1920,1080,3,163,5,1,SE,60.65,17.0333
4,4,1,3,2,1,3,3,3,4,4,2,4,4,4,4,4,3,4,2,3,3,2,4,2,4,4,4,5,4,4,2,5,3,3,4,4,3,4,4,5,1,5,1,5,1,5,5,4,4,3452,1398,1485,3450,8351,2285,5598,7284,5299,2249,1567,4268,4901,1133,5401,4535,3333,2234,2601,2051,1282,4704,1084,3285,6182,2183,3750,3202,2936,1967,1084,1847,4533,1616,3551,7599,3534,2766,3365,4168,1017,1949,1750,2419,916,1519,3534,3117,7601,1815,2016-03-07 11:37:36,1440,900,315,164,13,1,NL,52.3667,4.9
1,1,5,3,5,1,5,3,3,2,3,3,5,3,2,3,4,4,3,4,1,5,4,4,3,3,2,3,4,4,3,5,3,3,1,3,2,3,2,3,4,1,5,3,3,1,4,4,5,5,7069,4416,3351,4593,2697,2704,4104,9104,3792,3607,4759,4290,2831,3008,2599,2496,3519,9032,2273,3312,5096,2919,3033,4232,4144,4928,6255,2695,4192,3665,5008,5798,5136,3824,4080,3776,3050,5521,4984,4320,3241,4865,2632,5759,3217,4256,2744,3488,3279,2464,2016-03-07 11:38:18,960,600,31,207,12,1,GB,56.1167,-3.95
5,1,5,1,5,1,5,5,2,2,5,2,5,5,4,4,2,4,5,5,4,5,5,4,5,5,1,5,5,5,5,3,5,2,5,5,5,1,5,5,4,2,5,3,5,1,5,1,5,5,6561,4401,2032,2701,1781,6366,4625,2626,3576,2377,3687,3079,3358,1756,3226,5130,4343,1862,1183,990,2638,1451,1270,3072,1389,1744,2583,2255,2274,2801,1409,3038,2833,2101,2120,2803,1501,2975,1735,2819,4472,3644,826,5078,1776,2022,2181,2150,1389,899,2016-03-07 11:40:07,1366,768,2726,136,105,1,CA,44.2763,-78.313
3,1,5,3,5,2,4,4,3,5,2,4,4,2,5,4,2,2,4,2,4,5,5,4,3,5,2,3,2,5,5,2,5,2,2,1,5,3,4,0,5,1,5,1,4,1,5,4,5,4,8613,3623,8325,1793,4619,3467,12798,2984,6400,2316,3636,3260,2351,4387,5056,3796,2376,7408,1685,7750,8606,2496,3260,3684,2910,3649,2667,2653,1577,7583,4967,3600,1647,6416,2654,5366,3771,16927,10244,0,6667,8879,8098,2921,22970,2473,3393,1698,2765,2061,2016-03-07 11:40:43,1366,768,605,254,11,1,US,39.833,-84.2177
1,5,1,5,2,4,1,5,1,5,5,2,5,1,3,3,3,3,3,5,1,3,1,5,1,4,1,5,4,3,1,3,4,4,3,3,3,3,3,3,4,1,5,1,4,1,4,3,4,4,2685,11727,1672,1775,1864,2704,4424,2503,2392,2440,1630,2824,1527,1264,2744,2912,4264,1919,5368,1007,2687,2457,1877,1384,6768,2624,3520,3186,1376,3824,4097,6950,1452,3392,3264,5791,2216,25399,25416,2145,1697,14568,985,2672,3432,4207,1280,2376,7111,2040,2016-03-07 11:41:20,1440,900,6,210,8,1,US,32.3118,-110.9259
3,3,2,3,2,5,5,5,5,5,3,4,3,3,5,5,5,5,5,5,3,3,3,3,0,5,5,5,5,5,3,0,3,3,5,5,5,5,5,5,3,0,3,2,5,5,5,5,5,5,13148,753,1568,1584,918,528,594,392,432,408,1784,1768,1296,400,448,800,400,352,514,720,524,1017,823,832,0,616,432,472,487,536,1369,0,777,448,818,992,544,2040,663,616,567,0,352,1200,448,406,424,440,528,880,2016-03-07 11:42:14,1280,1024,4,49,11,3,NONE,NONE,NONE
1,4,3,4,2,4,2,5,2,4,3,3,4,2,4,4,3,2,3,2,1,4,2,4,2,5,2,4,4,4,4,3,5,3,3,3,2,3,4,4,2,2,3,4,3,3,4,3,4,3,6019,1809,2002,6409,1971,3068,2868,658,1822,2183,763,1822,1875,1720,1771,1744,4954,3667,1790,3021,2240,6705,1891,3418,4762,2742,2601,3852,606,3456,2507,2150,3468,1928,1757,1686,2957,904,4877,3016,1840,2409,3568,5207,1546,1936,1702,4926,5213,1419,2016-03-07 11:43:36,1366,768,2,154,4,54,US,36.7477,-119.7724
1,3,4,5,3,1,3,5,1,5,2,3,5,3,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,1,5,1,5,5,5,1,5,5,5,1,5,1,5,5,3742,5016,3352,2464,11959,4352,3416,952,3072,2160,3184,2952,1256,2272,2568,2560,2864,3704,2104,2952,1827,2368,2136,1024,5896,1992,4575,1608,2639,2320,2560,3920,1455,1744,1744,2624,1664,2256,1704,1896,2335,6416,2144,47822,2000,4976,6744,5319,3616,1000,2016-03-07 11:44:01,1280,1024,3,198,9,14,US,41.1962,-73.2446
1,5,2,5,2,2,1,5,1,5,5,2,5,1,3,3,5,4,4,5,0,4,3,5,2,5,2,4,5,4,3,4,4,4,2,5,3,3,3,3,4,2,5,1,4,1,5,4,5,5,3501,4032,2535,2152,3191,2384,1824,2824,1679,1264,1496,1832,1728,1696,3400,6872,3360,3336,4144,984,0,2824,2857,1200,2369,3096,3200,6744,1736,3192,5895,2464,6672,4256,4880,2936,2376,3096,2808,5400,2760,4040,1752,4016,2464,4968,1792,1705,3448,1240,2016-03-07 11:44:20,1920,1080,2,151,8,1,BE,51.05,3.7167
2,2,4,2,5,2,4,3,4,3,5,2,5,2,2,3,2,2,3,2,1,4,2,4,2,4,2,4,4,3,5,1,4,1,4,1,5,3,4,4,3,3,3,3,3,3,4,3,4,4,7505,3339,5825,6720,2159,2008,3051,2588,2596,2363,2545,4464,1837,3229,4413,3311,4080,16447,7235,1827,3497,2825,2471,17654,3806,1815,15808,5505,3104,3582,3435,3724,3197,3728,2263,3084,4926,2598,1922,4847,2993,6813,1824,4731,2031,3973,4024,2033,3321,1786,2016-03-07 11:44:49,1366,768,2,216,11,220,US,47.6262,-122.5212
2,5,3,4,4,4,4,4,4,4,4,2,4,2,3,4,4,3,4,4,2,3,3,4,2,3,4,3,4,3,4,3,4,4,4,4,4,2,4,4,4,2,4,2,3,2,4,3,4,4,2397,3317,1789,1233,1860,3217,2657,2641,3881,2326,1601,3973,1213,3065,1065,772,2805,2718,928,1424,2769,1049,1220,1248,1753,4450,1233,3678,2598,4218,1208,1629,1753,1457,3061,1953,2661,1000,2862,1281,2321,1985,1604,717,2405,1721,801,1176,2749,3186,2016-03-07 11:45:40,1366,768,4,108,6,6,SG,1.2931,103.8558
2,4,2,3,3,4,1,5,3,5,4,3,4,2,4,2,3,2,2,3,1,5,1,4,2,3,4,4,3,3,1,5,3,4,1,5,2,4,1,2,4,2,5,2,4,2,4,4,4,4,5820,5229,2726,5585,2861,2879,4547,2457,3910,2100,3237,2331,1869,3430,2812,9642,4297,2013,2475,3083,5658,3044,2582,2437,2534,7592,3207,5057,4007,4412,4237,3313,5664,3362,3159,2360,3564,2023,3025,2387,7117,4199,2553,3968,2929,1667,4017,4499,5057,2234,2016-03-07 11:46:46,1366,768,60,191,15,54,US,36.7477,-119.7724
5,1,5,1,5,1,5,2,4,1,5,3,4,5,3,1,2,1,1,1,5,5,4,5,1,5,1,5,4,4,5,3,4,1,4,1,4,1,4,3,5,1,4,1,4,0,3,4,4,5,7347,2086,1833,3175,1651,5019,4985,4654,2436,3853,2922,2419,1235,3334,1950,2138,9457,1898,1601,4415,2428,2243,1901,3440,4034,4220,2704,3758,2584,1332,1484,3569,2507,1704,5273,2583,1702,3650,4370,4037,714,4151,1600,2166,1717,0,850,2751,4051,3676,2016-03-07 11:47:44,1280,800,3,151,15,6,US,42.036,-93.4652
4,2,3,2,4,2,4,2,4,3,2,2,4,4,3,4,4,3,4,2,4,5,3,2,5,2,3,2,2,2,4,2,5,2,4,3,5,1,4,5,4,4,3,4,4,3,2,4,3,4,5360,2509,631,1800,2722,2107,2912,4508,2582,1588,3610,2370,3513,2770,1613,1711,1883,1646,1734,1568,740,1952,2563,1565,2632,2014,1128,3423,2355,1680,3754,2133,4856,3420,2656,2209,4822,1602,1717,2094,1842,2161,3232,1811,2130,4414,1989,1760,3216,2458,2016-03-07 11:47:59,1366,768,1,125,3,54,US,36.7477,-119.7724
3,2,2,3,4,1,2,4,3,4,4,0,4,2,1,2,3,2,1,3,1,3,1,3,3,5,3,4,5,3,3,5,4,3,2,5,3,2,3,5,5,1,5,1,5,1,4,5,5,5,4510,2658,2547,3200,2355,1626,4360,2599,3744,5134,2462,0,2563,2461,2109,1961,3608,1761,1828,2294,9888,6563,2460,2420,8258,3329,4187,4991,1752,2165,1704,2196,4424,3214,2485,4336,2992,8138,3808,3060,1851,4905,4483,2646,1570,6548,2655,3397,3063,1372,2016-03-07 11:48:16,1280,800,2,171,8,2,US,37.7758,-122.4128
3,3,3,4,4,3,3,5,3,5,3,5,5,3,5,5,5,5,5,3,1,5,4,5,1,5,1,5,5,3,1,5,5,3,1,5,3,3,1,3,4,3,5,3,3,1,4,3,5,3,5452,2517,2868,1918,2902,2952,2418,9656,2100,2384,11204,1617,1434,2251,1918,1200,9557,1267,1298,1701,2602,1871,2818,1850,2487,1267,2888,2400,1300,1418,9085,2434,9522,1468,2181,2152,3698,1918,1836,1867,2532,5456,1300,4136,1650,1484,4434,1752,2085,1167,2016-03-07 11:49:00,375,667,4,153,9,1,GB,50.8,0.2333
1,4,3,4,2,2,2,4,4,4,2,3,4,4,2,2,4,4,2,4,4,3,2,2,4,2,4,1,2,3,3,2,4,2,2,4,4,3,2,4,4,1,4,2,4,2,4,4,4,4,3827,2036,5404,3072,5084,5564,4988,3280,3536,2800,4224,3680,4608,3592,2132,3008,3000,2956,1408,1828,4238,5364,3576,2704,3476,1780,4672,6392,2972,6440,3059,6740,2620,7928,6252,5608,2152,7404,3848,5980,2900,4584,2320,3496,3944,2732,3024,6344,4216,3288,2016-03-07 11:50:21,1600,900,2,201,5,1,BR,-23.5477,-46.6358
1,4,4,4,3,3,2,5,3,4,1,3,4,2,2,2,1,1,2,2,1,5,1,5,1,5,1,5,5,5,4,2,4,1,4,2,3,2,2,3,4,2,4,2,3,2,5,4,4,4,3558,3062,2043,1733,1646,2931,1819,3582,2443,862,771,4433,1824,1979,10616,1430,1825,836,1923,1580,1658,1430,1889,2757,4663,1945,4537,4222,1672,5161,2272,2019,1800,1371,599,1447,1564,2311,1587,2157,3790,1792,1276,1496,2414,1712,2302,3874,1144,1073,2016-03-07 11:50:47,1366,768,2,120,2,54,US,36.7477,-119.7724
5,1,4,1,5,1,5,5,5,1,5,4,2,5,4,5,4,4,5,4,2,4,4,2,5,3,1,4,2,4,2,3,2,5,4,2,3,4,4,5,4,1,5,1,5,1,3,4,4,5,4853,3893,4814,4114,5447,3760,8690,3997,4595,3877,10963,8908,4378,6570,5515,7171,6885,3325,5984,8925,18682,34828,18683,21304,12349,4396,2557,15759,3141,4229,28326,15124,2105,25369,7738,14522,3025,1455,6585,10126,11014,4662,2859,6851,6835,3074,6950,6151,3140,2040,2016-03-07 11:50:48,1440,900,3,422,41,1,SE,59.3333,18.05
4,2,3,3,4,3,5,3,2,4,5,1,3,4,4,4,2,3,3,3,4,3,1,4,2,5,2,3,3,5,3,2,5,3,3,3,3,3,3,4,3,1,5,1,5,1,5,3,4,5,57714,3122,3222,1869,2746,1942,34220,3055,4281,2034,2536,2182,1627,1809,3341,1692,1998,1644,1600,1474,2124,2746,8933,2662,2947,1644,8695,1753,2782,4547,2572,1964,2607,2050,1968,2754,1629,1091,2581,3741,2047,4536,1847,3110,1563,3596,3210,1604,2130,1139,2016-03-07 11:51:10,1366,768,467,223,5,54,US,36.7477,-119.7724
1,5,4,4,0,4,1,5,1,1,1,4,5,4,1,1,4,3,1,1,2,4,1,3,3,1,1,4,3,5,4,1,5,1,5,1,5,1,4,1,4,1,4,2,5,1,5,3,5,5,11598,4336,3665,12251,0,5113,5663,3873,7592,10416,5586,9780,5248,6576,4975,3000,5664,4633,3976,4824,10342,8400,3407,7940,7417,5048,6987,6575,3000,4017,14287,6033,3471,4031,6025,4520,5892,34609,4706,13081,6213,12746,4160,7314,6111,4253,4752,9589,4480,4316,2016-03-07 11:51:14,1024,768,16,344,21,1,JM,18.0,-76.8
2,5,2,5,2,4,2,4,2,5,5,1,5,1,2,2,4,4,4,5,2,4,2,5,1,3,4,5,5,4,3,3,5,5,3,3,3,4,2,2,4,0,3,3,2,3,4,5,4,2,6641,8752,11260,2531,2409,3852,4328,3635,3335,6140,4056,8749,4266,3755,3214,5025,2661,4400,2486,2784,4352,4648,2937,3872,2436,4462,2588,2912,4605,10289,2941,5190,3206,2993,2224,4477,3033,6726,2743,3372,2931,0,5579,3229,2268,4944,2616,2746,5299,2624,2016-03-07 11:52:57,360,640,7,209,10,1,GB,53.5264,-2.2001
1,1,5,5,5,1,3,3,3,3,1,5,5,1,4,1,1,1,1,1,5,5,1,5,1,4,1,5,5,5,3,2,5,3,3,4,4,5,3,3,4,1,5,1,5,1,5,3,5,5,17483,4886,1699,1968,7482,3250,5940,3896,5353,2744,664,15277,2200,26677,8619,3035,4897,3734,3349,4356,7420,2540,5772,850,3902,4503,9569,4088,2100,8960,3546,7717,2673,13053,4102,8187,5309,25515,2869,27686,10792,4398,967,515,5820,3434,3106,2330,5029,4588,2016-03-07 11:53:08,375,667,5,320,6,1,US,40.8499,-73.8769
1,5,1,5,1,5,1,5,5,5,1,5,0,3,2,2,5,5,5,5,3,1,3,5,1,5,5,5,5,0,2,5,5,5,1,5,5,5,1,3,5,1,5,1,3,1,5,5,5,5,4577,1388,2474,1488,1307,2012,2193,1085,1428,1609,5553,1550,0,3683,4526,1991,1248,1186,3662,2535,31648,1911,4023,1048,2917,603,2112,1168,2876,0,5430,2856,3320,1185,1348,3199,4062,1106,1609,4004,1569,2414,1971,3741,2736,2354,1006,4005,3359,602,2016-03-07 11:53:24,1366,768,159,148,10,1,PK,30.0,70.0
1,3,1,2,1,4,1,4,4,4,5,1,5,2,3,5,3,3,3,4,1,2,1,5,1,4,2,4,5,1,1,4,1,3,1,1,5,5,4,3,4,2,5,5,4,1,5,5,5,4,4455,3078,2385,4269,2668,5063,2984,2416,2706,4055,1945,3630,3859,3510,4710,3682,3155,2568,2464,2482,3515,5171,3161,3232,2651,6776,4913,4532,4575,3572,2444,3522,2343,6491,544,657,5537,3837,2946,3895,4958,3482,611,5990,5527,2863,2548,2262,3208,2824,2016-03-07 11:54:19,1280,800,4,175,5,1,GB,51.5,-0.13
3,3,3,4,3,3,4,4,2,4,4,3,4,2,3,4,4,4,4,4,1,4,3,5,3,4,2,4,4,4,4,2,4,1,4,1,4,4,4,3,3,3,4,3,3,1,4,2,4,4,8408,3490,3640,3876,5658,1503,3996,2116,2743,2214,7204,3990,3751,11161,6233,3904,2008,18298,1098,16691,6740,3042,9105,4096,3604,1894,3542,2322,3484,13749,3365,3834,1423,4366,3947,4977,3451,1392,4383,1324,8071,6914,4087,1528,2613,2791,3684,2422,2221,1167,2016-03-07 11:55:16,1680,1050,12,233,10,1,US,37.2555,-121.9245
2,4,2,4,3,4,2,5,2,4,4,3,5,2,2,3,4,3,3,4,4,3,3,4,3,4,4,4,4,3,2,2,4,0,2,3,2,3,3,3,4,3,4,2,2,4,3,3,3,2,6561,697,2943,4025,2580,1940,3236,2605,6012,1462,7444,4307,3598,3670,1926,1732,2881,2849,1538,600,4537,3220,3288,2417,3785,6855,3330,3448,1706,2659,4334,4471,4075,0,1125,2598,2968,2587,1281,4540,5474,2174,3296,4442,1394,5970,1815,1214,1566,3121,2016-03-07 11:55:34,640,360,79,159,15,1,FI,60.1708,24.9375
3,3,4,3,5,1,2,1,4,5,3,3,4,1,3,1,5,5,5,1,1,5,3,1,1,1,3,3,1,4,3,1,4,1,4,1,5,1,5,3,3,1,5,1,4,1,5,1,5,5,10240,10184,2640,1136,1312,2264,12952,3416,2392,1448,1848,1968,3848,1672,41232,8072,905,2304,1920,5597,11992,7191,7848,9728,6368,1855,7520,4279,7888,3344,2448,27384,5007,9344,1176,4463,9167,1856,3335,2976,864,7856,1944,3936,4032,712,6104,9888,5368,15843,2016-03-07 11:55:41,1680,1050,429,314,22,47,US,33.6207,-83.9737
4,2,4,1,5,1,5,3,3,5,3,3,3,4,2,1,1,1,1,2,3,4,4,3,2,1,1,4,2,5,5,1,5,2,1,1,3,3,4,5,4,0,4,1,5,1,5,5,5,5,4871,4480,6280,10287,4944,1792,1944,2127,2599,1504,5456,2360,3712,6503,8408,1712,3528,3440,3064,1632,4058,2840,5183,3848,3864,3048,3080,3240,2616,1936,2528,6815,3376,3568,9279,2320,1976,48967,2976,3415,2303,0,2744,5536,2391,3871,1872,1224,1408,816,2016-03-07 11:56:32,1680,1050,5,222,13,47,US,33.6207,-83.9737
3,2,4,3,2,3,2,1,4,5,4,4,3,2,3,2,1,1,1,1,4,4,2,5,1,4,2,5,5,4,3,2,3,2,2,2,3,2,2,2,4,2,2,2,2,4,4,4,3,3,6371,4608,2248,4536,3296,2192,2808,14391,3832,2904,5560,3992,2094,3720,3504,3960,3808,2624,3352,1864,3462,3334,2632,2951,3520,1847,6711,3440,2392,3496,3984,7384,2056,1592,3655,4488,29615,3887,1688,2368,1848,3255,2002,2888,11160,4728,2192,2280,2375,1488,2016-03-07 11:56:52,1680,1050,11,212,11,47,US,33.6207,-83.9737
2,2,3,4,3,2,2,1,3,5,3,4,4,5,3,1,2,1,2,1,1,4,3,3,2,3,3,5,2,3,4,1,4,3,4,1,4,1,2,5,3,2,2,2,3,2,4,1,5,4,7378,3052,3520,5288,3551,3736,8455,6740,4802,3738,4617,7552,3117,3602,2955,6789,4282,3967,3735,2384,3165,2871,3618,2884,4802,2967,4136,4088,2952,3817,9187,5684,2735,3501,24993,4386,11558,2599,8202,4252,3320,3769,4435,5070,2868,1180,1032,2653,8439,4721,2016-03-07 12:00:13,375,667,18,245,21,1,US,32.814,-96.9489
3,3,1,4,1,2,2,2,5,5,4,2,4,1,4,5,5,5,5,5,2,4,4,2,5,4,2,2,3,2,1,5,3,5,2,4,2,5,1,2,5,4,5,2,2,1,2,5,5,4,11069,4303,3896,2192,3811,10234,2003,9711,3933,1623,1912,7503,2573,3572,2279,5079,1884,2499,1917,2467,3018,7581,4978,2978,2988,2393,3831,2985,2189,5277,4634,2252,4183,4177,5216,2873,8073,3017,2410,9997,2067,5924,2196,4383,2082,3122,3100,1699,1736,3209,2016-03-07 12:00:14,1366,768,13,201,11,1,AU,-34.7833,138.7333
1,3,3,4,3,4,2,4,1,5,5,3,5,3,3,4,3,3,4,4,3,3,3,3,2,3,3,3,3,3,2,3,3,4,2,3,3,3,3,3,4,3,4,3,2,2,2,3,3,3,64299,1325,1216,1908,1032,1701,1665,5870,2797,2176,1922,1947,1129,1762,2247,1812,1739,559,1458,1206,1227,1504,1592,1607,3562,1556,2044,1617,1871,2614,1336,5832,1994,2478,2335,2370,2575,2322,1837,1591,3317,1249,1409,1739,1495,2721,2212,2808,1300,777,2016-03-07 12:00:41,1821,1024,3,164,11,1,GB,51.0167,-1.3167
4,5,2,5,2,4,2,4,2,5,3,4,4,2,4,2,3,3,3,3,5,5,3,5,2,4,2,5,4,3,4,4,4,4,1,5,3,2,4,5,3,4,3,1,3,2,3,5,5,4,25853,8447,5472,5258,4806,3031,7770,7174,4306,3065,4910,4104,3632,66292,1353,6764,8431,3398,6723,4690,6782,3991,4338,4804,4084,2889,4166,4705,2747,1615,5743,6290,8061,5053,33379,5362,5005,47494,3016,13233,6229,5575,4314,4985,3826,2844,2972,2945,3458,2561,2016-03-07 12:01:52,360,640,57,399,12,86,US,37.4192,-122.0574
2,3,1,5,1,3,2,5,2,5,3,2,4,2,1,1,4,4,4,4,3,4,4,1,4,1,4,2,1,3,1,2,2,4,1,1,2,3,2,3,5,1,5,2,2,1,4,4,5,2,4426,3435,3468,1903,2402,2794,3769,3886,2328,2166,4381,8341,2206,2984,2519,4119,5703,2883,4539,1653,5586,2851,1622,3017,3205,2735,3700,3526,2719,2418,2549,6388,2251,2453,4705,2751,2698,4940,2166,3534,1917,3272,2433,3417,2467,1701,2866,3234,1318,2987,2016-03-07 12:04:16,1280,800,7,162,13,1,US,33.8143,-86.8094
4,1,4,1,5,1,5,3,2,3,3,4,2,4,2,1,1,1,1,1,3,4,3,3,3,1,2,4,1,5,5,1,5,1,2,1,3,3,4,5,4,1,5,1,5,1,5,5,5,5,1336,1848,56565,1584,1400,2496,10016,2759,4680,4143,1448,4007,1832,2943,4791,3135,1703,3424,5536,1480,2408,2580,2663,3343,2168,1856,15855,11128,5152,8888,4607,2520,2880,2201,2400,1272,2864,2831,5127,2624,6784,4784,1496,4336,2960,1088,1305,2032,1872,7223,2016-03-07 12:04:32,1680,1050,9,238,6,47,US,33.6207,-83.9737
1,4,3,4,2,4,1,5,2,5,1,4,3,2,1,1,4,4,2,4,5,2,4,2,4,4,4,1,1,1,1,5,4,4,1,4,4,1,1,4,4,1,4,2,4,1,4,4,5,4,2805,1163,1072,998,850,625,4934,1841,3083,719,1253,2180,1658,1766,1857,2108,1873,1260,778,929,1101,2938,1850,1396,2438,2797,895,6820,2193,2534,2143,2048,1321,2208,4252,1061,2033,556,2708,1920,1074,2912,1035,2082,2641,877,599,1069,6305,1259,2016-03-07 12:04:53,1366,768,39,102,7,86,US,33.4148,-111.9093
